,ALAIR FP Equity_DX_SI_QTY,ALAIR FP Equity_DX_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAIR FP Equity_DX_SI_MV,ALAIR FP Equity_DX_DSS,ALAIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SUPPLY_SI_QTY,ALAIR FP Equity_DX_BROKER_SI_QTY,ALAIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAIR FP Equity_DX_BROKER_SI_QTY_ADD,ALAIR FP Equity_DX_SUPPLY_SI_MV_DEC,ALAIR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAIR FP Equity_DX_BROKER_SI_MV_ADD,ALAIR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAIR FP Equity_DX_BROKER_SI_QTY_DEC,ALAIR FP Equity_DX_SUPPLY_SI_MV,ALAIR FP Equity_DX_BROKER_SI_MV_DEC,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAIR FP Equity_DX_BROKER_SI_CON_RATIO,ALAIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAIR FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,71.0,103.31,0.0,0.0,0.0,,0.0
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,35.0,54.6,0.0,0.0,0.0,,0.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,203.0,320.74,0.0,0.0,0.0,,0.0
2025-07-07,1500.0,2190.0,0.07,0.3,0.02,0.0,0.0,0.0,1500.0,0.0,2190.0,,,,,1500.0,,0.0,,100.0,88.08,0.0,0.0,0.0,100.0,1.0,100.0,0.8808
2025-07-08,3000.0,4410.0,0.13,0.57,0.05,0.0,0.0,2205.0,1500.0,1500.0,2205.0,1500.0,,,0.0,,,0.0,,100.0,88.08,0.0,0.0,0.0,100.0,1.0,100.0,1.7616
2025-07-09,3000.0,4230.0,0.13,0.6,0.05,0.0,0.0,2115.0,1500.0,1500.0,2115.0,,,,,,,0.0,,100.0,83.94,0.0,0.0,0.0,100.0,1.0,100.0,1.6788
2025-07-10,3000.0,4020.0,0.13,0.58,0.05,0.0,0.0,2010.0,1500.0,1500.0,2010.0,,,,,,,0.0,,100.0,83.94,0.0,0.0,0.0,100.0,1.0,100.0,1.6788
2025-07-11,3000.0,4200.0,0.13,0.58,0.05,0.0,0.0,2100.0,1500.0,1500.0,2100.0,,,,,,,0.0,,100.0,83.52,0.0,0.0,0.0,100.0,1.0,100.0,1.6704
2025-07-14,3000.0,4500.0,0.13,0.57,0.05,0.0,0.0,2250.0,1500.0,1500.0,2250.0,,,,,,,0.0,,100.0,83.47,0.0,0.0,0.0,100.0,1.0,100.0,1.6694
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1500.0,,,1500.0,0.0,0.0,0.0,0.0,297.0,436.59,0.0,0.0,0.0,,0.0
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,297.0,435.11,0.0,0.0,0.0,,0.0
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,297.0,435.11,0.0,0.0,0.0,,0.0
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,297.0,418.77,0.0,0.0,0.0,,0.0
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,297.0,415.8,0.0,0.0,0.0,,0.0
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,96.0,136.8,0.0,0.0,0.0,,0.0
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,154.0,219.45,0.0,0.0,0.0,,0.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,232.88,0.0,0.0,0.0,,0.0
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,233.7,0.0,0.0,0.0,,0.0
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,246.82,0.0,0.0,0.0,,0.0
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,246.0,0.0,0.0,0.0,,0.0
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,259.94,0.0,0.0,0.0,,0.0
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,164.0,250.1,0.0,0.0,0.0,,0.0
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,254.1,0.0,0.0,0.0,,0.0
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,259.05,0.0,0.0,0.0,,0.0
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,259.88,0.0,0.0,0.0,,0.0
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,259.05,0.0,0.0,0.0,,0.0
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,278.02,0.0,0.0,0.0,,0.0
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,165.0,267.3,0.0,0.0,0.0,,0.0
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,62.0,104.16,0.0,0.0,0.0,,0.0
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,62.0,101.68,0.0,0.0,0.0,,0.0
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,61.0,96.69,0.0,0.0,0.0,,0.0
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,61.0,103.4,0.0,0.0,0.0,,0.0
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,61.0,104.31,0.0,0.0,0.0,,0.0
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,61.0,103.4,0.0,0.0,0.0,,0.0
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,61.0,103.7,0.0,0.0,0.0,,0.0
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,108.16,0.0,0.0,0.0,,0.0
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,107.52,0.0,0.0,0.0,,0.0
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,107.52,0.0,0.0,0.0,,0.0
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,101.12,0.0,0.0,0.0,,0.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,106.24,0.0,0.0,0.0,,0.0
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,64.0,105.92,0.0,0.0,0.0,,0.0
